date,visitors,arrived,leftOfTimeout,leftBeforeTimeout,courseParticipants,courseName,courseStatus
2025-11-15T17:45:22,7,0,0,0,,,
2025-11-15T17:53:41,8,1,0,0,,,
2025-11-15T18:05:11,8,0,0,0,,,
2025-11-15T18:17:31,9,1,0,0,,,
2025-11-15T18:28:24,9,0,0,0,,,
2025-11-15T18:37:27,8,0,0,1,,,
2025-11-15T18:45:25,9,1,0,0,,,
2025-11-15T18:54:02,10,3,2,0,,,
2025-11-15T19:07:42,7,0,1,2,,,
2025-11-15T19:22:02,5,0,1,1,,,
2025-11-15T19:39:27,5,0,0,0,,,
2025-11-15T19:49:20,5,0,0,0,,,
2025-11-15T19:57:52,5,0,0,0,,,
2025-11-15T20:08:08,4,0,0,1,,,
2025-11-15T20:19:22,3,0,0,1,,,
2025-11-15T20:36:10,2,0,0,1,,,
2025-11-15T20:44:16,2,0,0,0,,,
2025-11-15T20:53:39,1,0,0,1,,,
2025-11-15T21:06:29,0,0,1,0,,,
2025-11-15T21:19:34,0,0,0,0,,,
2025-11-15T21:30:59,0,0,0,0,,,
2025-11-15T21:43:49,0,0,0,0,,,
2025-11-15T21:53:21,0,0,0,0,,,
2025-11-15T22:05:13,2,2,0,0,,,
2025-11-15T22:17:12,2,0,0,0,,,
2025-11-15T22:27:21,2,0,0,0,,,
2025-11-15T22:36:08,2,0,0,0,,,
2025-11-15T22:44:07,2,0,0,0,,,
2025-11-15T22:53:24,2,0,0,0,,,
2025-11-15T23:05:11,1,0,0,1,,,
2025-11-15T23:17:18,1,0,0,0,,,
2025-11-15T23:29:02,1,0,0,0,,,
2025-11-15T23:38:33,1,0,0,0,,,
2025-11-15T23:47:09,1,0,0,0,,,
2025-11-15T23:55:40,1,0,0,0,,,
2025-11-16T00:06:56,0,0,1,0,,,
2025-11-16T00:19:36,0,0,0,0,,,
2025-11-16T00:29:52,0,0,0,0,,,
2025-11-16T00:39:07,0,0,0,0,,,
2025-11-16T00:47:21,0,0,0,0,,,
2025-11-16T00:55:13,0,0,0,0,,,
2025-11-16T01:27:53,0,0,0,0,,,
2025-11-16T01:53:49,0,0,0,0,,,
2025-11-16T02:34:24,0,0,0,0,,,
2025-11-16T03:23:02,0,0,0,0,,,
2025-11-16T04:03:09,0,0,0,0,,,
2025-11-16T04:35:06,0,0,0,0,,,
2025-11-16T04:55:43,0,0,0,0,,,
2025-11-16T05:11:28,0,0,0,0,,,
2025-11-16T05:31:43,0,0,0,0,,,
2025-11-16T05:46:38,0,0,0,0,,,
2025-11-16T05:54:28,0,0,0,0,,,
2025-11-16T06:06:22,1,1,0,0,,,
2025-11-16T06:19:20,1,0,0,0,,,
2025-11-16T06:31:53,1,0,0,0,,,
2025-11-16T06:44:25,1,0,0,0,,,
2025-11-16T06:53:21,1,0,0,0,,,
2025-11-16T07:08:39,1,0,0,0,,,
2025-11-16T07:23:35,1,0,0,0,,,
2025-11-16T07:42:02,2,1,0,0,,,
2025-11-16T07:55:08,2,0,0,0,,,
2025-11-16T08:06:24,1,0,1,0,,,
2025-11-16T08:19:06,0,0,0,1,,,
2025-11-16T08:29:39,0,0,0,0,,,
2025-11-16T08:39:00,0,0,0,0,,,
2025-11-16T08:47:28,1,1,0,0,,,
2025-11-16T08:55:34,1,0,0,0,,,
2025-11-16T09:08:04,2,1,0,0,,,
2025-11-16T09:22:20,3,1,0,0,,,
2025-11-16T09:38:44,3,0,0,0,,,
2025-11-16T09:49:01,3,0,0,0,,,
2025-11-16T09:57:12,3,0,0,0,,,
2025-11-16T10:08:18,4,1,0,0,,,
2025-11-16T10:21:47,4,0,0,0,,,
2025-11-16T10:34:52,4,0,0,0,,,
2025-11-16T10:43:49,3,0,0,1,,,
2025-11-16T10:53:43,3,0,0,0,,,
2025-11-16T11:06:47,4,1,0,0,,,
2025-11-16T11:19:52,3,0,1,0,,,
2025-11-16T11:32:42,3,1,1,0,,,
2025-11-16T11:44:48,3,0,0,0,,,
2025-11-16T11:53:47,3,0,0,0,,,
2025-11-16T12:05:12,3,0,0,0,,,
2025-11-16T12:16:57,3,1,1,0,,,
2025-11-16T12:26:34,4,1,0,0,,,
2025-11-16T12:35:28,4,0,0,0,,,
2025-11-16T12:44:03,3,0,0,1,,,
2025-11-16T12:53:13,3,0,0,0,,,
2025-11-16T13:09:33,3,0,0,0,,,
2025-11-16T13:25:30,3,0,0,0,,,
2025-11-16T13:46:56,3,1,1,0,,,
2025-11-16T14:02:44,3,0,0,0,,,
2025-11-16T14:19:08,2,0,1,0,,,
2025-11-16T14:32:21,1,0,1,0,,,
2025-11-16T14:44:02,1,0,0,0,,,
2025-11-16T14:53:35,1,0,0,0,,,
2025-11-16T15:05:18,0,0,0,1,,,
2025-11-16T15:17:36,1,1,0,0,,,
2025-11-16T15:29:36,1,0,0,0,,,
2025-11-16T15:39:08,1,0,0,0,,,
2025-11-16T15:47:44,1,0,0,0,,,
2025-11-16T15:56:15,2,1,0,0,,,
2025-11-16T16:07:24,3,1,0,0,,,
2025-11-16T16:20:18,5,2,0,0,,,
2025-11-16T16:34:46,5,0,0,0,,,
2025-11-16T16:43:44,7,2,0,0,,,
2025-11-16T16:53:55,9,2,0,0,,,
2025-11-16T17:06:29,10,1,0,0,,,
2025-11-16T17:19:59,10,1,1,0,,,
2025-11-16T17:34:09,11,1,0,0,,,
2025-11-16T17:46:08,11,0,0,0,,,
2025-11-16T17:54:42,11,0,0,0,,,
2025-11-16T18:05:35,9,0,1,1,,,
2025-11-16T18:17:49,8,0,0,1,,,
2025-11-16T18:28:56,8,1,1,0,,,
2025-11-16T18:38:21,7,0,0,1,,,
2025-11-16T18:46:51,7,1,1,0,,,
2025-11-16T18:54:50,6,1,2,0,,,
2025-11-16T19:08:04,3,0,1,2,,,
2025-11-16T19:22:27,2,0,0,1,,,
2025-11-16T19:39:58,2,0,0,0,,,
2025-11-16T19:49:56,2,0,0,0,,,
2025-11-16T19:58:12,2,0,0,0,,,
2025-11-16T20:08:50,2,0,0,0,,,
2025-11-16T20:20:49,2,0,0,0,,,
2025-11-16T20:34:17,2,0,0,0,,,
2025-11-16T20:43:10,2,0,0,0,,,
2025-11-16T20:53:49,1,0,1,0,,,
2025-11-16T21:06:40,1,1,1,0,,,
2025-11-16T21:20:02,3,2,0,0,,,
2025-11-16T21:32:02,2,0,0,1,,,
2025-11-16T21:44:28,2,0,0,0,,,
2025-11-16T21:53:47,2,0,0,0,,,
2025-11-16T22:05:19,2,0,0,0,,,
2025-11-16T22:17:59,2,0,0,0,,,
2025-11-16T22:28:41,3,1,0,0,,,
2025-11-16T22:38:02,3,0,0,0,,,
2025-11-16T22:46:30,3,0,0,0,,,
2025-11-16T22:54:32,3,0,0,0,,,
2025-11-16T23:05:45,3,0,0,0,,,
2025-11-16T23:18:13,1,0,0,2,,,
2025-11-16T23:30:38,1,0,0,0,,,
2025-11-16T23:44:37,1,0,0,0,,,
2025-11-16T23:53:22,1,0,0,0,,,
2025-11-17T00:05:57,1,0,0,0,,,
2025-11-17T00:18:28,1,0,0,0,,,
2025-11-17T00:29:03,1,1,1,0,,,
2025-11-17T00:38:33,0,0,0,1,,,
2025-11-17T00:47:05,0,0,0,0,,,
2025-11-17T00:55:29,0,0,0,0,,,
2025-11-17T01:28:53,0,0,0,0,,,
2025-11-17T01:55:15,0,0,0,0,,,
2025-11-17T02:34:42,0,0,0,0,,,
2025-11-17T03:19:27,0,0,0,0,,,
2025-11-17T03:55:43,0,0,0,0,,,
2025-11-17T04:29:52,0,0,0,0,,,
2025-11-17T04:52:35,0,0,0,0,,,
2025-11-17T05:10:35,0,0,0,0,,,
2025-11-17T05:31:36,0,0,0,0,,,
2025-11-17T05:47:14,0,0,0,0,,,
2025-11-17T05:55:56,0,0,0,0,,,
2025-11-17T06:08:26,1,1,0,0,,,
2025-11-17T06:22:18,1,0,0,0,,,
2025-11-17T06:37:55,1,0,0,0,,,
2025-11-17T06:47:44,1,0,0,0,,,
2025-11-17T06:56:19,1,0,0,0,,,
2025-11-17T07:13:28,1,0,0,0,,,
2025-11-17T07:32:33,1,0,0,0,,,
2025-11-17T07:49:44,2,1,0,0,,,
2025-11-17T07:59:05,2,0,0,0,,,
2025-11-17T08:10:52,2,1,1,0,,,
2025-11-17T08:29:06,5,3,0,0,,,
2025-11-17T08:39:05,5,0,0,0,,,
2025-11-17T08:46:59,6,1,0,0,,,
2025-11-17T08:55:07,7,1,0,0,,,
2025-11-17T09:09:43,7,0,0,0,,,
2025-11-17T09:25:18,8,1,0,0,,,
2025-11-17T09:42:23,9,1,0,0,,,
2025-11-17T09:56:47,13,5,1,0,,,
2025-11-17T10:12:26,17,5,1,0,8,YAKO INTÉGRAL,PLANNED
2025-11-17T10:31:52,16,2,3,0,3,STEP,PLANNED
2025-11-17T10:46:41,16,0,0,0,3,STEP,PLANNED
2025-11-17T10:54:29,17,2,1,0,3,STEP,PLANNED
2025-11-17T11:07:34,18,2,1,0,3,STEP,PLANNED
2025-11-17T11:21:36,20,2,0,0,,,
2025-11-17T11:50:54,19,1,2,0,,,
2025-11-17T12:06:00,18,4,5,0,,,
2025-11-17T12:18:37,17,4,5,0,,,
2025-11-17T12:29:23,27,10,0,0,,,
2025-11-17T12:39:02,30,5,2,0,9,YAKO PUMP,PLANNED
2025-11-17T12:47:45,29,0,0,1,9,YAKO PUMP,PLANNED
2025-11-17T12:56:23,30,2,1,0,9,YAKO PUMP,PLANNED
2025-11-17T13:14:47,30,2,2,0,,,
2025-11-17T13:33:41,26,0,2,2,,,
2025-11-17T13:59:21,24,0,0,2,,,
2025-11-17T14:19:07,18,0,5,1,,,
2025-11-17T14:37:15,10,1,9,0,,,
2025-11-17T14:49:26,8,3,5,0,,,
2025-11-17T14:57:20,8,2,2,0,,,
2025-11-17T15:08:57,11,3,0,0,1,ABDOS FESSIERS,PLANNED
2025-11-17T15:23:04,11,2,2,0,1,ABDOS FESSIERS,PLANNED
2025-11-17T15:38:59,13,2,0,0,0,YAKO TRAINING,PLANNED
2025-11-17T15:49:37,13,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-17T15:57:30,13,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-17T16:10:26,12,0,0,1,0,YAKO TRAINING,PLANNED
2025-11-17T16:31:04,12,0,0,0,,,
2025-11-17T16:46:15,13,1,0,0,,,
2025-11-17T16:55:33,13,3,3,0,,,
2025-11-17T17:09:10,17,9,5,0,,,
2025-11-17T17:24:13,16,1,2,0,,,
2025-11-17T17:42:01,23,9,2,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-17T17:56:26,30,7,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-17T18:08:23,36,6,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-17T18:21:53,42,6,0,0,10,YAKO INTÉGRAL,PLANNED
2025-11-17T18:44:55,49,7,0,0,10,YAKO INTÉGRAL,PLANNED
2025-11-17T19:09:41,53,17,13,0,9,STEP,PLANNED
2025-11-17T19:31:19,61,9,1,0,16,YAKO PILATES,PLANNED
2025-11-17T19:48:10,53,1,9,0,16,YAKO PILATES,PLANNED
2025-11-17T20:04:10,46,0,7,0,,,
2025-11-17T20:25:38,39,5,12,0,,,
2025-11-17T20:43:18,40,1,0,0,,,
2025-11-17T21:05:55,28,0,7,5,,,
2025-11-17T21:30:24,25,9,12,0,,,
2025-11-17T21:44:05,14,0,9,2,,,
2025-11-17T22:05:24,10,0,0,4,,,
2025-11-17T22:27:51,8,0,0,2,,,
2025-11-17T22:43:55,5,0,0,3,,,
2025-11-17T23:05:24,3,0,0,2,,,
2025-11-17T23:29:06,3,0,0,0,,,
2025-11-17T23:44:55,2,2,3,0,,,
2025-11-18T00:05:25,0,0,0,2,,,
2025-11-18T00:27:33,0,0,0,0,,,
2025-11-18T00:43:47,0,0,0,0,,,
2025-11-18T01:43:36,0,0,0,0,,,
2025-11-18T02:30:00,0,0,0,0,,,
2025-11-18T03:07:27,0,0,0,0,,,
2025-11-18T03:56:11,0,0,0,0,,,
2025-11-18T04:42:08,0,0,0,0,,,
2025-11-18T05:35:59,0,0,0,0,,,
2025-11-18T06:33:36,1,1,0,0,,,
2025-11-18T07:08:08,2,1,0,0,,,
2025-11-18T07:31:56,1,0,0,1,,,
2025-11-18T07:48:49,2,1,0,0,,,
2025-11-18T08:05:46,2,0,0,0,,,
2025-11-18T08:28:38,3,1,0,0,,,
2025-11-18T08:44:14,5,2,0,0,,,
2025-11-18T09:07:24,4,0,0,1,,,
2025-11-18T09:31:35,5,1,0,0,,,
2025-11-18T09:48:05,8,3,0,0,,,
2025-11-18T10:06:27,16,9,1,0,7,YAKO PILATES,PLANNED
2025-11-18T10:30:33,18,3,1,0,5,ABDOS FESSIERS,PLANNED
2025-11-18T10:45:38,17,1,2,0,5,ABDOS FESSIERS,PLANNED
2025-11-18T11:06:46,17,0,0,0,,,
2025-11-18T11:30:48,17,0,0,0,,,
2025-11-18T11:47:12,20,4,1,0,,,
2025-11-18T12:05:33,10,0,3,7,,,
2025-11-18T12:27:09,25,17,2,0,,,
2025-11-18T12:44:04,26,4,3,0,10,ABDOS FESSIERS,PLANNED
2025-11-18T13:09:06,26,1,1,0,,,
2025-11-18T13:33:04,26,0,0,0,,,
2025-11-18T13:58:51,25,3,4,0,,,
2025-11-18T14:18:17,23,0,0,2,,,
2025-11-18T14:35:46,9,1,15,0,,,
2025-11-18T14:48:04,7,2,4,0,,,
2025-11-18T15:05:43,9,2,0,0,0,YAKO INTÉGRAL,PLANNED
2025-11-18T15:29:48,10,2,1,0,0,YAKO INTÉGRAL,PLANNED
2025-11-18T15:46:43,10,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-18T16:06:05,9,2,3,0,,,
2025-11-18T16:31:00,15,6,0,0,,,
2025-11-18T16:46:27,16,2,1,0,,,
2025-11-18T17:07:02,17,5,4,0,,,
2025-11-18T17:31:54,25,10,2,0,,,
2025-11-18T17:49:06,30,5,0,0,6,CUISSES ABDOS FESSIERS,PLANNED
2025-11-18T18:06:00,34,4,0,0,6,CUISSES ABDOS FESSIERS,PLANNED
2025-11-18T18:29:03,47,15,2,0,6,CUISSES ABDOS FESSIERS,PLANNED
2025-11-18T18:45:11,48,7,6,0,19,YAKO UP,PLANNED
2025-11-18T19:07:42,58,17,7,0,25,YAKO PUMP,PLANNED
2025-11-18T19:32:05,62,14,10,0,25,YAKO PUMP,PLANNED
2025-11-18T19:49:16,52,0,5,5,10,YAKO BAILA,PLANNED
2025-11-18T20:05:06,50,0,0,2,10,YAKO BAILA,PLANNED
2025-11-18T20:25:35,46,0,0,4,10,YAKO BAILA,PLANNED
2025-11-18T21:30:00,25,11,32,0,,,
2025-11-18T22:30:00,10,0,14,1,,,
2025-11-18T23:43:44,2,2,10,0,,,
2025-11-18T23:45:03,2,0,0,0,,,
2025-11-19T00:05:26,2,0,0,0,,,
2025-11-19T00:27:09,0,0,0,2,,,
2025-11-19T01:21:02,0,0,0,0,,,
2025-11-19T01:41:02,0,0,0,0,,,
2025-11-19T02:01:02,0,0,0,0,,,
2025-11-19T02:21:02,0,0,0,0,,,
2025-11-19T02:41:02,0,0,0,0,,,
2025-11-19T03:01:02,0,0,0,0,,,
2025-11-19T03:21:02,0,0,0,0,,,
2025-11-19T03:41:02,0,0,0,0,,,
2025-11-19T04:01:02,0,0,0,0,,,
2025-11-19T04:21:02,0,0,0,0,,,
2025-11-19T04:41:02,0,0,0,0,,,
2025-11-19T05:01:02,0,0,0,0,,,
2025-11-19T05:21:02,0,0,0,0,,,
2025-11-19T05:41:02,0,0,0,0,,,
2025-11-19T06:06:43,0,0,0,0,,,
2025-11-19T06:30:06,0,0,0,0,,,
2025-11-19T06:45:27,0,0,0,0,,,
2025-11-19T07:08:35,0,0,0,0,,,
2025-11-19T07:32:29,2,2,0,0,,,
2025-11-19T07:49:09,2,0,0,0,,,
2025-11-19T08:06:54,3,1,0,0,,,
2025-11-19T08:28:45,4,1,0,0,,,
2025-11-19T08:44:46,4,0,0,0,,,
2025-11-19T09:08:26,5,1,0,0,,,
2025-11-19T09:31:56,3,0,0,2,,,
2025-11-19T09:48:29,4,1,0,0,,,
2025-11-19T10:07:07,4,1,1,0,,,
2025-11-19T10:30:47,3,0,1,0,,,
2025-11-19T10:45:29,4,1,0,0,,,
2025-11-19T11:07:04,3,0,0,1,,,
2025-11-19T11:30:59,3,0,0,0,,,
2025-11-19T11:47:14,3,0,0,0,,,
2025-11-19T12:05:33,5,3,1,0,,,
2025-11-19T12:27:03,10,6,1,0,,,
2025-11-19T12:44:00,11,1,0,0,,,
2025-11-19T13:10:16,10,0,1,0,,,
2025-11-19T13:33:39,11,1,0,0,,,
2025-11-19T13:59:09,12,1,0,0,,,
2025-11-19T14:18:42,6,0,3,3,,,
2025-11-19T14:36:27,3,0,3,0,,,
2025-11-19T14:49:25,3,1,1,0,,,
2025-11-19T15:06:02,4,1,0,0,,,
2025-11-19T15:30:14,4,0,0,0,,,
2025-11-19T15:46:48,2,0,1,1,,,
2025-11-19T16:06:28,3,1,0,0,,,
2025-11-19T16:29:43,5,2,0,0,,,
2025-11-19T16:44:30,5,0,0,0,,,
2025-11-19T17:07:47,5,2,2,0,,,
2025-11-19T17:33:05,4,0,0,1,,,
2025-11-19T17:48:50,11,7,0,0,14,YAKO INTÉGRAL,PLANNED
2025-11-19T18:06:30,22,11,0,0,14,YAKO INTÉGRAL,PLANNED
2025-11-19T18:28:36,34,12,0,0,15,STEP,PLANNED
2025-11-19T18:44:46,38,6,2,0,15,STEP,PLANNED
2025-11-19T19:08:38,50,14,2,0,13,ABDOS FESSIERS,PLANNED
2025-11-19T19:32:18,59,9,0,0,14,YAKO TRAINING,PLANNED
2025-11-19T19:48:12,55,0,0,4,14,YAKO TRAINING,PLANNED
2025-11-19T20:05:29,47,0,3,5,14,YAKO TRAINING,PLANNED
2025-11-19T20:26:05,37,0,6,4,,,
2025-11-19T20:43:40,31,2,8,0,,,
2025-11-19T21:07:06,15,0,6,10,,,
2025-11-19T21:28:29,11,0,4,0,,,
2025-11-19T21:44:12,5,3,9,0,,,
2025-11-19T22:05:25,4,0,0,1,,,
2025-11-19T22:25:46,3,0,0,1,,,
2025-11-19T22:43:46,4,1,0,0,,,
2025-11-19T23:05:56,2,0,0,2,,,
2025-11-19T23:29:13,2,0,0,0,,,
2025-11-19T23:44:49,2,1,1,0,,,
2025-11-20T00:29:47,2,0,0,0,,,
2025-11-20T01:40:24,0,0,1,1,,,
2025-11-20T02:00:24,0,0,0,0,,,
2025-11-20T02:20:24,0,0,0,0,,,
2025-11-20T02:40:24,0,0,0,0,,,
2025-11-20T03:00:24,0,0,0,0,,,
2025-11-20T03:20:24,0,0,0,0,,,
2025-11-20T03:40:24,0,0,0,0,,,
2025-11-20T04:00:24,0,0,0,0,,,
2025-11-20T04:20:24,0,0,0,0,,,
2025-11-20T04:40:24,0,0,0,0,,,
2025-11-20T05:00:24,0,0,0,0,,,
2025-11-20T05:20:24,0,0,0,0,,,
2025-11-20T05:40:24,0,0,0,0,,,
2025-11-20T06:06:41,0,0,0,0,,,
2025-11-20T17:31:47,13,13,0,0,,,
2025-11-20T17:48:37,20,7,0,0,,,
2025-11-20T18:05:43,38,18,0,0,15,YAKO UP,PLANNED
2025-11-20T18:27:37,47,9,0,0,15,YAKO UP,PLANNED
2025-11-20T18:44:32,48,1,0,0,18,YAKO PILATES,PLANNED
2025-11-20T19:08:32,56,8,0,0,19,YAKO BAILA,PLANNED
2025-11-20T19:32:22,49,0,0,7,19,YAKO BAILA,PLANNED
2025-11-20T19:49:02,43,0,0,6,2,ABDOS FESSIERS,PLANNED
2025-11-20T20:05:28,27,0,0,16,2,ABDOS FESSIERS,PLANNED
2025-11-20T20:26:24,20,0,0,7,,,
2025-11-20T20:42:55,14,0,0,6,,,
2025-11-20T21:06:53,2,0,0,12,,,
2025-11-20T21:31:07,3,1,0,0,,,
2025-11-20T21:44:49,3,0,0,0,,,
2025-11-20T22:05:49,3,0,0,0,,,
2025-11-20T22:27:17,3,0,0,0,,,
2025-11-20T22:43:12,3,0,0,0,,,
2025-11-20T23:05:58,2,0,0,1,,,
2025-11-20T23:28:15,1,0,0,1,,,
2025-11-20T23:44:01,1,0,0,0,,,
2025-11-21T01:40:33,0,0,0,0,,,
2025-11-21T02:00:33,0,0,0,0,,,
2025-11-21T02:20:33,0,0,0,0,,,
2025-11-21T02:40:33,0,0,0,0,,,
2025-11-21T03:00:33,0,0,0,0,,,
2025-11-21T03:20:33,0,0,0,0,,,
2025-11-21T03:40:33,0,0,0,0,,,
2025-11-21T04:00:33,0,0,0,0,,,
2025-11-21T04:20:33,0,0,0,0,,,
2025-11-21T04:40:33,0,0,0,0,,,
2025-11-21T05:00:33,0,0,0,0,,,
2025-11-21T05:20:33,0,0,0,0,,,
2025-11-21T05:40:33,0,0,0,0,,,
2025-11-21T06:06:39,1,1,0,0,,,
2025-11-21T06:29:52,3,2,0,0,,,
2025-11-21T06:45:15,3,0,0,0,,,
2025-11-21T07:08:53,3,0,0,0,,,
2025-11-21T07:32:18,4,1,0,0,,,
2025-11-21T07:49:44,5,1,0,0,,,
2025-11-21T08:06:32,5,0,0,0,,,
2025-11-21T08:28:50,3,0,0,2,,,
2025-11-21T08:44:18,3,0,0,0,,,
2025-11-21T09:08:24,3,0,0,0,,,
2025-11-21T09:32:17,2,0,0,1,,,
2025-11-21T09:48:14,1,0,0,1,,,
2025-11-21T10:06:50,0,0,0,1,0,YAKO CROSS TRAINING,PLANNED
2025-11-21T10:30:06,1,1,0,0,0,YAKO CROSS TRAINING,PLANNED
2025-11-21T10:45:17,2,1,0,0,2,ABDOS FESSIERS,PLANNED
2025-11-21T11:06:50,3,1,0,0,2,ABDOS FESSIERS,PLANNED
2025-11-21T11:30:30,6,3,0,0,2,YAKO DÉTENTE,PLANNED
2025-11-21T11:46:11,6,0,0,0,,,
2025-11-21T12:05:24,7,1,0,0,,,
2025-11-21T12:26:35,16,9,0,0,,,
2025-11-21T12:43:27,16,0,0,0,2,YAKO TRAINING,PLANNED
2025-11-21T13:09:38,14,0,0,2,2,YAKO TRAINING,PLANNED
2025-11-21T13:33:12,12,0,0,2,,,
2025-11-21T13:57:38,13,1,0,0,,,
2025-11-21T14:15:53,15,2,0,0,,,
2025-11-21T14:32:27,7,0,0,8,,,
2025-11-21T14:45:53,9,2,0,0,,,
2025-11-21T15:05:52,10,1,0,0,0,YAKO CROSS TRAINING,PLANNED
2025-11-21T15:29:30,9,0,0,1,0,YAKO CROSS TRAINING,PLANNED
2025-11-21T15:45:36,8,0,0,1,0,ABDOS FESSIERS,PLANNED
2025-11-21T16:06:19,8,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-21T16:27:30,10,2,0,0,,,
2025-11-21T16:43:05,10,0,0,0,,,
2025-11-21T17:07:05,10,0,0,0,,,
2025-11-21T17:31:18,13,3,0,0,,,
2025-11-21T17:47:03,20,7,0,0,8,STEP,PLANNED
2025-11-21T18:05:42,24,4,0,0,8,STEP,PLANNED
2025-11-21T18:28:15,30,6,0,0,8,STEP,PLANNED
2025-11-21T18:44:29,34,4,0,0,14,YAKO PUMP,PLANNED
2025-11-21T19:08:33,31,0,0,3,14,YAKO PUMP,PLANNED
2025-11-21T19:31:37,34,3,0,0,7,ABDOS FESSIERS,PLANNED
2025-11-21T19:47:26,28,0,0,6,,,
2025-11-21T20:05:31,25,0,0,3,,,
2025-11-21T20:25:52,21,0,0,4,,,
2025-11-21T20:42:56,11,0,0,10,,,
2025-11-21T21:06:44,9,0,0,2,,,
2025-11-21T21:30:28,3,0,0,6,,,
2025-11-21T21:44:38,2,0,0,1,,,
2025-11-21T22:05:18,2,0,0,0,,,
2025-11-21T22:27:33,2,0,0,0,,,
2025-11-21T22:43:37,1,0,0,1,,,
2025-11-21T23:05:42,1,0,0,0,,,
2025-11-21T23:29:21,1,0,0,0,,,
2025-11-21T23:44:34,1,0,0,0,,,
2025-11-22T01:40:31,0,0,0,0,,,
2025-11-22T02:00:31,0,0,0,0,,,
2025-11-22T02:20:31,0,0,0,0,,,
2025-11-22T02:40:31,0,0,0,0,,,
2025-11-22T03:00:31,0,0,0,0,,,
2025-11-22T03:20:31,0,0,0,0,,,
2025-11-22T03:40:31,0,0,0,0,,,
2025-11-22T04:00:31,0,0,0,0,,,
2025-11-22T04:20:31,0,0,0,0,,,
2025-11-22T04:40:31,0,0,0,0,,,
2025-11-22T05:00:31,0,0,0,0,,,
2025-11-22T05:20:31,0,0,0,0,,,
2025-11-22T05:40:31,0,0,0,0,,,
2025-11-22T06:06:03,1,1,0,0,,,
2025-11-22T06:28:43,2,1,0,0,,,
2025-11-22T06:44:13,3,1,0,0,,,
2025-11-22T07:07:46,3,0,0,0,,,
2025-11-22T07:31:41,3,0,0,0,,,
2025-11-22T07:47:26,4,1,0,0,,,
2025-11-22T08:05:43,3,0,0,1,,,
2025-11-22T08:26:43,2,0,0,1,,,
2025-11-22T08:43:15,2,0,0,0,,,
2025-11-22T09:07:12,2,0,0,0,,,
2025-11-22T09:31:13,5,3,0,0,,,
2025-11-22T09:46:19,5,0,0,0,,,
2025-11-22T10:05:31,22,17,0,0,16,YAKO INTÉGRAL,PLANNED
2025-11-22T10:27:32,25,3,0,0,16,YAKO INTÉGRAL,PLANNED
2025-11-22T10:42:58,28,3,0,0,15,ABDOS FESSIERS,PLANNED
2025-11-22T11:05:31,33,5,0,0,6,YAKO DÉTENTE,PLANNED
2025-11-22T11:29:02,37,4,0,0,6,YAKO DÉTENTE,PLANNED
2025-11-22T11:43:48,35,0,0,2,,,
2025-11-22T12:04:43,19,0,0,16,,,
2025-11-22T12:24:50,21,2,0,0,,,
2025-11-22T12:43:01,17,0,0,4,,,
2025-11-22T13:08:23,15,0,0,2,,,
2025-11-22T13:32:43,8,0,0,7,,,
2025-11-22T13:53:41,7,0,0,1,,,
2025-11-22T14:09:26,5,0,0,2,,,
2025-11-22T14:29:37,3,0,0,2,,,
2025-11-22T14:43:01,2,0,0,1,,,
2025-11-22T15:05:13,3,1,0,0,,,
2025-11-22T15:27:50,5,2,0,0,,,
2025-11-22T15:43:55,6,1,0,0,,,
2025-11-22T16:05:12,4,0,0,2,,,
2025-11-22T16:27:00,5,1,0,0,,,
2025-11-22T16:42:57,5,0,0,0,,,
2025-11-22T17:06:19,4,0,0,1,,,
2025-11-22T17:30:58,4,0,0,0,,,
2025-11-22T17:45:47,4,0,0,0,,,
2025-11-22T18:04:59,6,2,0,0,,,
2025-11-22T18:27:10,7,1,0,0,,,
2025-11-22T18:43:28,8,1,0,0,,,
2025-11-22T19:07:17,8,0,0,0,,,
2025-11-22T19:31:39,9,1,0,0,,,
2025-11-22T19:47:18,8,0,0,1,,,
2025-11-22T20:04:55,5,0,0,3,,,
2025-11-22T20:24:56,4,0,0,1,,,
2025-11-22T20:43:31,4,0,0,0,,,
2025-11-22T21:06:00,3,0,0,1,,,
2025-11-22T21:29:21,1,0,0,2,,,
2025-11-22T21:44:18,1,0,0,0,,,
2025-11-22T22:05:03,3,2,0,0,,,
2025-11-22T22:26:50,5,2,0,0,,,
2025-11-22T22:43:31,4,0,0,1,,,
2025-11-22T23:05:22,3,0,0,1,,,
2025-11-22T23:28:49,3,0,0,0,,,
2025-11-22T23:44:21,3,0,0,0,,,
2025-11-23T00:29:33,1,0,0,2,,,
2025-11-23T01:45:56,0,0,0,0,,,
2025-11-23T02:05:56,0,0,0,0,,,
2025-11-23T02:25:56,0,0,0,0,,,
2025-11-23T02:45:56,0,0,0,0,,,
2025-11-23T03:05:56,0,0,0,0,,,
2025-11-23T03:25:56,0,0,0,0,,,
2025-11-23T03:45:56,0,0,0,0,,,
2025-11-23T04:05:56,0,0,0,0,,,
