date,visitors,arrived,leftOfTimeout,leftBeforeTimeout,courseParticipants,courseName,courseStatus
2025-11-23T04:25:56,0,0,0,0,,,
2025-11-23T04:45:56,0,0,0,0,,,
2025-11-23T05:05:56,0,0,0,0,,,
2025-11-23T05:25:56,0,0,0,0,,,
2025-11-23T05:45:56,0,0,0,0,,,
2025-11-23T06:06:27,0,0,0,0,,,
2025-11-23T06:29:14,0,0,0,0,,,
2025-11-23T06:44:45,1,1,0,0,,,
2025-11-23T07:08:25,1,0,0,0,,,
2025-11-23T07:31:55,1,0,0,0,,,
2025-11-23T07:48:04,1,0,0,0,,,
2025-11-23T08:05:59,2,1,0,0,,,
2025-11-23T08:27:12,2,0,0,0,,,
2025-11-23T08:43:26,2,0,0,0,,,
2025-11-23T09:07:12,2,0,0,0,,,
2025-11-23T09:31:16,2,0,0,0,,,
2025-11-23T09:46:16,2,0,0,0,,,
2025-11-23T10:05:38,1,0,0,1,,,
2025-11-23T10:27:49,2,1,0,0,,,
2025-11-23T10:43:59,2,0,0,0,,,
2025-11-23T11:05:52,2,0,0,0,,,
2025-11-23T11:29:18,7,5,0,0,,,
2025-11-23T11:44:29,8,1,0,0,,,
2025-11-23T12:05:05,9,1,0,0,,,
2025-11-23T12:25:31,10,1,0,0,,,
2025-11-23T12:43:18,11,1,0,0,,,
2025-11-23T13:08:37,11,0,0,0,,,
2025-11-23T13:32:45,7,0,0,4,,,
2025-11-23T13:53:36,7,0,0,0,,,
2025-11-23T14:09:30,8,1,0,0,,,
2025-11-23T14:29:38,6,0,0,2,,,
2025-11-23T14:43:24,5,0,0,1,,,
2025-11-23T15:05:04,4,0,0,1,,,
2025-11-23T15:27:51,5,1,0,0,,,
2025-11-23T15:43:44,6,1,0,0,,,
2025-11-23T16:05:13,7,1,0,0,,,
2025-11-23T16:27:23,7,0,0,0,,,
2025-11-23T16:42:53,8,1,0,0,,,
2025-11-23T17:06:16,8,0,0,0,,,
2025-11-23T17:30:56,6,0,0,2,,,
2025-11-23T22:54:11,1,1,6,0,,,
2025-11-23T23:05:32,1,0,0,0,,,
2025-11-23T23:35:59,0,0,0,1,,,
2025-11-24T06:04:29,0,0,0,0,,,
2025-11-24T06:37:15,0,0,0,0,,,
2025-11-24T07:05:35,1,1,0,0,,,
2025-11-24T07:43:08,3,2,0,0,,,
2025-11-24T08:04:07,3,0,0,0,,,
2025-11-24T08:34:37,5,2,0,0,,,
2025-11-24T09:05:34,4,0,0,1,,,
2025-11-24T09:41:20,7,3,0,0,,,
2025-11-24T10:05:06,9,2,0,0,3,YAKO INTÉGRAL,PLANNED
2025-11-24T10:38:35,16,7,0,0,3,STEP,PLANNED
2025-11-24T11:04:30,18,2,0,0,3,STEP,PLANNED
2025-11-24T11:39:28,19,1,0,0,,,
2025-11-24T12:00:37,17,0,0,2,,,
2025-11-24T12:02:44,15,0,0,2,,,
2025-11-24T12:04:36,15,0,0,0,,,
2025-11-24T12:06:41,18,3,0,0,,,
2025-11-24T12:09:04,18,0,0,0,,,
2025-11-24T12:10:03,18,0,0,0,,,
2025-11-24T12:11:03,18,0,0,0,,,
2025-11-24T12:12:02,20,2,0,0,,,
2025-11-24T12:13:02,20,0,0,0,,,
2025-11-24T12:14:04,21,1,0,0,,,
2025-11-24T12:15:19,21,0,0,0,,,
2025-11-24T12:15:19,21,0,0,0,,,
2025-11-24T12:17:03,21,0,0,0,,,
2025-11-24T12:17:03,21,0,0,0,,,
2025-11-24T12:20:14,18,0,0,3,,,
2025-11-24T12:21:09,19,1,0,0,,,
2025-11-24T12:26:08,22,3,0,0,,,
2025-11-24T12:27:30,22,0,0,0,,,
2025-11-24T12:30:28,23,1,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:35:12,20,0,0,3,8,YAKO PUMP,PLANNED
2025-11-24T12:40:13,20,0,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:44:51,22,2,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:45:03,22,0,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:47:30,19,0,0,3,8,YAKO PUMP,PLANNED
2025-11-24T12:50:12,19,0,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:52:53,19,0,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:55:07,19,0,0,0,8,YAKO PUMP,PLANNED
2025-11-24T12:55:58,19,0,0,0,8,YAKO PUMP,PLANNED
2025-11-24T13:10:09,19,0,0,0,,,
2025-11-24T13:11:43,19,0,0,0,,,
2025-11-24T13:15:13,19,0,0,0,,,
2025-11-24T13:16:00,19,0,0,0,,,
2025-11-24T13:25:02,18,0,0,1,,,
2025-11-24T13:30:25,18,0,0,0,,,
2025-11-24T13:34:08,18,0,0,0,,,
2025-11-24T13:35:05,18,0,0,0,,,
2025-11-24T13:40:11,18,0,0,0,,,
2025-11-24T13:45:06,18,0,0,0,,,
2025-11-24T13:50:16,17,0,0,1,,,
2025-11-24T13:55:05,17,0,0,0,,,
2025-11-24T14:00:06,17,0,0,0,,,
2025-11-24T14:01:02,17,0,0,0,,,
2025-11-24T14:05:02,15,0,0,2,,,
2025-11-24T14:10:07,16,1,0,0,,,
2025-11-24T14:13:40,16,0,0,0,,,
2025-11-24T14:15:19,16,0,0,0,,,
2025-11-24T14:20:05,12,0,0,4,,,
2025-11-24T14:20:13,12,0,0,0,,,
2025-11-24T14:25:07,14,2,0,0,,,
2025-11-24T14:30:12,14,0,0,0,,,
2025-11-24T14:35:04,9,0,0,5,,,
2025-11-24T14:38:58,10,1,0,0,,,
2025-11-24T14:40:22,10,0,0,0,,,
2025-11-24T14:41:55,10,0,0,0,,,
2025-11-24T14:45:15,10,0,0,0,,,
2025-11-24T14:50:14,7,0,0,3,,,
2025-11-24T14:52:16,7,0,0,0,,,
2025-11-24T14:55:02,7,0,0,0,,,
2025-11-24T15:00:23,7,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:04:22,8,1,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:05:02,8,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:10:03,8,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:15:10,8,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:20:08,8,0,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:25:08,9,1,0,0,0,ABDOS FESSIERS,PLANNED
2025-11-24T15:30:04,9,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T15:35:03,8,0,0,1,0,YAKO TRAINING,PLANNED
2025-11-24T15:38:14,9,1,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T15:40:12,9,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T15:45:19,9,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T15:50:17,10,1,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T15:55:09,10,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T16:00:35,11,1,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T16:04:25,12,1,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T16:05:04,12,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T16:10:08,12,0,0,0,0,YAKO TRAINING,PLANNED
2025-11-24T16:15:17,13,1,0,0,,,
2025-11-24T16:20:05,13,0,0,0,,,
2025-11-24T16:25:10,14,1,0,0,,,
2025-11-24T16:30:09,16,2,0,0,,,
2025-11-24T16:35:07,13,0,0,3,,,
2025-11-24T16:37:35,13,0,0,0,,,
2025-11-24T16:40:04,13,0,0,0,,,
2025-11-24T16:45:06,13,0,0,0,,,
2025-11-24T16:50:04,12,0,0,1,,,
2025-11-24T16:55:04,11,0,0,1,,,
2025-11-24T17:00:14,11,0,0,0,,,
2025-11-24T17:05:06,12,1,0,0,,,
2025-11-24T17:07:43,12,0,0,0,,,
2025-11-24T17:10:06,13,1,0,0,,,
2025-11-24T17:15:03,16,3,0,0,,,
2025-11-24T17:20:02,15,0,0,1,,,
2025-11-24T17:25:09,16,1,0,0,,,
2025-11-24T17:30:32,19,3,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:31:35,23,4,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:35:11,22,0,0,1,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:40:15,23,1,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:45:14,23,0,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:47:04,25,2,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:50:05,26,1,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T17:55:08,28,2,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:01:14,29,1,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:04:03,31,2,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:06:01,33,2,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:07:00,33,0,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:08:01,34,1,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:10:04,34,0,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:12:07,34,0,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:14:04,34,0,0,0,5,YAKO CROSS TRAINING,PLANNED
2025-11-24T18:16:02,37,3,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:18:02,36,0,0,1,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:20:06,36,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:22:01,36,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:24:03,36,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:26:01,39,3,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:28:04,41,2,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:29:44,41,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:30:27,41,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:32:03,41,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:34:03,38,0,0,3,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:36:03,38,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:38:03,41,3,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:40:07,41,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:42:07,42,1,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:44:03,42,0,0,0,13,YAKO INTÉGRAL,PLANNED
2025-11-24T18:46:02,42,0,0,0,8,STEP,PLANNED
2025-11-24T18:46:03,42,0,0,0,8,STEP,PLANNED
2025-11-24T18:48:02,42,0,0,0,8,STEP,PLANNED
2025-11-24T18:50:16,44,2,0,0,8,STEP,PLANNED
2025-11-24T18:52:01,44,0,0,0,8,STEP,PLANNED
2025-11-24T18:54:03,46,2,0,0,8,STEP,PLANNED
2025-11-24T18:56:04,47,1,0,0,8,STEP,PLANNED
2025-11-24T18:58:03,47,0,0,0,8,STEP,PLANNED
2025-11-24T19:01:27,49,2,0,0,8,STEP,PLANNED
2025-11-24T19:02:04,49,0,0,0,8,STEP,PLANNED
2025-11-24T19:04:02,49,0,0,0,8,STEP,PLANNED
2025-11-24T19:06:03,50,1,0,0,8,STEP,PLANNED
2025-11-24T19:08:03,50,0,0,0,8,STEP,PLANNED
2025-11-24T19:09:39,51,1,0,0,8,STEP,PLANNED
2025-11-24T19:10:03,51,0,0,0,8,STEP,PLANNED
2025-11-24T19:12:02,52,1,0,0,8,STEP,PLANNED
2025-11-24T19:14:05,52,0,0,0,8,STEP,PLANNED
2025-11-24T19:16:03,52,0,0,0,8,STEP,PLANNED
2025-11-24T19:18:05,47,0,0,5,8,STEP,PLANNED
2025-11-24T19:20:13,48,1,0,0,8,STEP,PLANNED
2025-11-24T19:22:03,48,0,0,0,8,STEP,PLANNED
2025-11-24T19:24:04,50,2,0,0,8,STEP,PLANNED
2025-11-24T19:26:03,51,1,0,0,8,STEP,PLANNED
2025-11-24T19:28:02,54,3,0,0,8,STEP,PLANNED
2025-11-24T19:30:20,57,3,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:32:04,57,0,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:33:21,51,0,0,6,17,YAKO PILATES,PLANNED
2025-11-24T19:34:03,51,0,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:36:04,52,1,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:38:05,52,0,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:40:18,51,0,0,1,17,YAKO PILATES,PLANNED
2025-11-24T19:42:02,51,0,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:44:04,53,2,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:44:35,53,0,0,0,17,YAKO PILATES,PLANNED
2025-11-24T19:50:26,49,0,0,4,17,YAKO PILATES,PLANNED
2025-11-24T20:06:03,45,0,0,4,,,
2025-11-24T20:13:25,46,1,0,0,,,
2025-11-24T20:14:04,46,0,0,0,,,
2025-11-24T20:16:01,46,0,0,0,,,
2025-11-24T20:18:04,38,0,0,8,,,
2025-11-24T20:20:16,38,0,0,0,,,
2025-11-24T20:22:01,38,0,0,0,,,
2025-11-24T20:24:03,38,0,0,0,,,
2025-11-24T20:26:03,38,0,0,0,,,
2025-11-24T20:26:25,38,0,0,0,,,
2025-11-24T20:28:03,38,0,0,0,,,
2025-11-24T20:30:11,38,0,0,0,,,
2025-11-24T20:32:04,32,0,0,6,,,
2025-11-24T20:34:01,32,0,0,0,,,
2025-11-24T20:44:16,33,1,0,0,,,
2025-11-24T21:04:45,25,0,0,8,,,
2025-11-24T21:36:09,11,0,0,14,,,
2025-11-24T22:04:22,5,0,0,6,,,
2025-11-24T22:34:56,3,0,0,2,,,
2025-11-25T00:18:04,0,0,0,3,,,
2025-11-25T00:20:08,0,0,0,0,,,
2025-11-25T00:22:03,0,0,0,0,,,
2025-11-25T00:24:02,0,0,0,0,,,
2025-11-25T00:26:01,0,0,0,0,,,
2025-11-25T00:28:04,0,0,0,0,,,
2025-11-25T00:30:08,0,0,0,0,,,
2025-11-25T00:32:03,0,0,0,0,,,
2025-11-25T00:34:03,0,0,0,0,,,
2025-11-25T00:36:02,0,0,0,0,,,
2025-11-25T00:38:01,0,0,0,0,,,
2025-11-25T00:40:10,0,0,0,0,,,
2025-11-25T00:42:01,0,0,0,0,,,
2025-11-25T00:44:03,0,0,0,0,,,
2025-11-25T00:46:02,0,0,0,0,,,
2025-11-25T00:48:02,0,0,0,0,,,
2025-11-25T00:50:06,0,0,0,0,,,
2025-11-25T00:52:05,0,0,0,0,,,
2025-11-25T00:54:03,0,0,0,0,,,
2025-11-25T00:56:01,0,0,0,0,,,
2025-11-25T00:58:03,0,0,0,0,,,
2025-11-25T01:02:02,0,0,0,0,,,
2025-11-25T01:02:24,0,0,0,0,,,
2025-11-25T01:04:01,0,0,0,0,,,
2025-11-25T01:06:04,0,0,0,0,,,
2025-11-25T01:08:04,0,0,0,0,,,
2025-11-25T01:10:17,0,0,0,0,,,
2025-11-25T01:12:03,0,0,0,0,,,
2025-11-25T01:14:04,0,0,0,0,,,
2025-11-25T01:16:04,0,0,0,0,,,
2025-11-25T01:18:02,0,0,0,0,,,
2025-11-25T01:20:20,0,0,0,0,,,
2025-11-25T01:22:04,0,0,0,0,,,
2025-11-25T01:24:02,0,0,0,0,,,
2025-11-25T01:26:03,0,0,0,0,,,
2025-11-25T01:28:02,0,0,0,0,,,
2025-11-25T01:30:23,0,0,0,0,,,
2025-11-25T01:32:04,0,0,0,0,,,
2025-11-25T01:34:02,0,0,0,0,,,
2025-11-25T01:36:04,0,0,0,0,,,
2025-11-25T01:38:03,0,0,0,0,,,
2025-11-25T01:40:07,0,0,0,0,,,
2025-11-25T01:42:02,0,0,0,0,,,
2025-11-25T01:44:04,0,0,0,0,,,
2025-11-25T01:46:01,0,0,0,0,,,
2025-11-25T01:48:02,0,0,0,0,,,
2025-11-25T01:50:06,0,0,0,0,,,
2025-11-25T01:52:03,0,0,0,0,,,
2025-11-25T01:54:02,0,0,0,0,,,
2025-11-25T01:56:05,0,0,0,0,,,
2025-11-25T01:58:03,0,0,0,0,,,
2025-11-25T02:00:23,0,0,0,0,,,
2025-11-25T02:02:03,0,0,0,0,,,
2025-11-25T02:04:04,0,0,0,0,,,
2025-11-25T02:06:04,0,0,0,0,,,
2025-11-25T02:08:04,0,0,0,0,,,
2025-11-25T02:10:03,0,0,0,0,,,
2025-11-25T02:12:03,0,0,0,0,,,
2025-11-25T02:14:03,0,0,0,0,,,
2025-11-25T02:16:04,0,0,0,0,,,
2025-11-25T02:18:03,0,0,0,0,,,
2025-11-25T02:20:13,0,0,0,0,,,
2025-11-25T02:22:03,0,0,0,0,,,
2025-11-25T02:24:02,0,0,0,0,,,
2025-11-25T02:26:05,0,0,0,0,,,
2025-11-25T02:28:04,0,0,0,0,,,
2025-11-25T02:30:13,0,0,0,0,,,
2025-11-25T02:32:02,0,0,0,0,,,
2025-11-25T02:34:02,0,0,0,0,,,
2025-11-25T02:36:02,0,0,0,0,,,
2025-11-25T02:38:03,0,0,0,0,,,
2025-11-25T02:40:04,0,0,0,0,,,
2025-11-25T02:42:05,0,0,0,0,,,
2025-11-25T02:44:03,0,0,0,0,,,
2025-11-25T02:46:03,0,0,0,0,,,
2025-11-25T02:48:04,0,0,0,0,,,
2025-11-25T02:50:05,0,0,0,0,,,
2025-11-25T02:52:01,0,0,0,0,,,
2025-11-25T02:54:04,0,0,0,0,,,
2025-11-25T02:56:04,0,0,0,0,,,
2025-11-25T02:58:03,0,0,0,0,,,
2025-11-25T03:01:22,0,0,0,0,,,
2025-11-25T03:02:03,0,0,0,0,,,
2025-11-25T03:04:02,0,0,0,0,,,
2025-11-25T03:06:03,0,0,0,0,,,
2025-11-25T03:08:01,0,0,0,0,,,
2025-11-25T03:10:13,0,0,0,0,,,
2025-11-25T03:12:03,0,0,0,0,,,
2025-11-25T03:14:03,0,0,0,0,,,
2025-11-25T03:16:03,0,0,0,0,,,
2025-11-25T03:18:04,0,0,0,0,,,
2025-11-25T03:20:04,0,0,0,0,,,
2025-11-25T03:22:01,0,0,0,0,,,
2025-11-25T03:24:03,0,0,0,0,,,
2025-11-25T03:26:01,0,0,0,0,,,
2025-11-25T03:28:01,0,0,0,0,,,
2025-11-25T03:30:14,0,0,0,0,,,
2025-11-25T03:32:03,0,0,0,0,,,
2025-11-25T03:34:03,0,0,0,0,,,
2025-11-25T03:36:05,0,0,0,0,,,
2025-11-25T03:38:01,0,0,0,0,,,
2025-11-25T03:40:07,0,0,0,0,,,
2025-11-25T03:42:04,0,0,0,0,,,
2025-11-25T03:44:03,0,0,0,0,,,
2025-11-25T03:46:02,0,0,0,0,,,
2025-11-25T03:48:01,0,0,0,0,,,
2025-11-25T03:50:11,0,0,0,0,,,
2025-11-25T03:52:05,0,0,0,0,,,
2025-11-25T03:54:03,0,0,0,0,,,
2025-11-25T03:56:03,0,0,0,0,,,
2025-11-25T03:58:03,0,0,0,0,,,
2025-11-25T04:01:09,0,0,0,0,,,
2025-11-25T04:02:01,0,0,0,0,,,
2025-11-25T04:04:01,0,0,0,0,,,
2025-11-25T04:06:04,0,0,0,0,,,
2025-11-25T04:08:01,0,0,0,0,,,
2025-11-25T04:10:02,0,0,0,0,,,
2025-11-25T04:12:04,0,0,0,0,,,
2025-11-25T04:14:01,0,0,0,0,,,
2025-11-25T04:16:03,0,0,0,0,,,
2025-11-25T04:18:03,0,0,0,0,,,
2025-11-25T04:20:20,0,0,0,0,,,
2025-11-25T04:22:01,0,0,0,0,,,
2025-11-25T04:24:02,0,0,0,0,,,
2025-11-25T04:26:03,0,0,0,0,,,
2025-11-25T04:28:03,0,0,0,0,,,
2025-11-25T04:30:25,0,0,0,0,,,
2025-11-25T04:32:04,0,0,0,0,,,
2025-11-25T04:34:01,0,0,0,0,,,
2025-11-25T04:36:03,0,0,0,0,,,
2025-11-25T04:38:01,0,0,0,0,,,
2025-11-25T04:40:16,0,0,0,0,,,
2025-11-25T04:42:03,0,0,0,0,,,
2025-11-25T04:44:01,0,0,0,0,,,
2025-11-25T04:46:03,0,0,0,0,,,
2025-11-25T04:48:03,0,0,0,0,,,
2025-11-25T04:50:07,0,0,0,0,,,
2025-11-25T04:52:01,0,0,0,0,,,
2025-11-25T04:54:03,0,0,0,0,,,
2025-11-25T04:56:04,0,0,0,0,,,
2025-11-25T04:58:04,0,0,0,0,,,
2025-11-25T05:01:03,0,0,0,0,,,
2025-11-25T05:02:02,0,0,0,0,,,
2025-11-25T05:04:03,0,0,0,0,,,
2025-11-25T05:06:03,0,0,0,0,,,
2025-11-25T05:08:01,0,0,0,0,,,
2025-11-25T05:10:04,0,0,0,0,,,
2025-11-25T05:12:03,0,0,0,0,,,
2025-11-25T05:14:03,0,0,0,0,,,
2025-11-25T05:16:03,0,0,0,0,,,
2025-11-25T05:18:01,0,0,0,0,,,
2025-11-25T05:20:06,0,0,0,0,,,
2025-11-25T05:22:03,0,0,0,0,,,
2025-11-25T05:24:04,0,0,0,0,,,
2025-11-25T05:26:04,0,0,0,0,,,
2025-11-25T05:28:03,0,0,0,0,,,
2025-11-25T05:30:11,0,0,0,0,,,
2025-11-25T05:32:05,0,0,0,0,,,
2025-11-25T05:34:03,0,0,0,0,,,
2025-11-25T05:36:03,0,0,0,0,,,
2025-11-25T05:38:01,0,0,0,0,,,
2025-11-25T05:40:14,0,0,0,0,,,
2025-11-25T05:42:01,0,0,0,0,,,
2025-11-25T05:44:03,0,0,0,0,,,
2025-11-25T05:46:03,0,0,0,0,,,
2025-11-25T05:48:04,0,0,0,0,,,
2025-11-25T05:50:11,0,0,0,0,,,
2025-11-25T05:52:04,0,0,0,0,,,
2025-11-25T05:54:04,0,0,0,0,,,
2025-11-25T05:56:03,0,0,0,0,,,
2025-11-25T05:58:04,0,0,0,0,,,
2025-11-25T06:01:00,0,0,0,0,,,
2025-11-25T06:02:04,0,0,0,0,,,
2025-11-25T06:04:04,1,1,0,0,,,
2025-11-25T06:04:36,1,0,0,0,,,
2025-11-25T06:06:02,1,0,0,0,,,
2025-11-25T06:08:04,1,0,0,0,,,
2025-11-25T06:10:10,1,0,0,0,,,
2025-11-25T06:12:05,1,0,0,0,,,
2025-11-25T06:14:02,2,1,0,0,,,
2025-11-25T06:16:03,2,0,0,0,,,
2025-11-25T06:18:04,2,0,0,0,,,
2025-11-25T06:20:13,2,0,0,0,,,
2025-11-25T06:22:03,2,0,0,0,,,
2025-11-25T06:24:02,2,0,0,0,,,
2025-11-25T06:26:03,2,0,0,0,,,
2025-11-25T06:28:01,2,0,0,0,,,
2025-11-25T06:30:24,2,0,0,0,,,
2025-11-25T06:32:03,2,0,0,0,,,
2025-11-25T06:34:02,2,0,0,0,,,
2025-11-25T06:36:04,2,0,0,0,,,
2025-11-25T06:37:19,2,0,0,0,,,
2025-11-25T06:38:03,2,0,0,0,,,
2025-11-25T06:40:02,2,0,0,0,,,
2025-11-25T06:42:03,3,1,0,0,,,
2025-11-25T06:44:04,3,0,0,0,,,
2025-11-25T06:46:03,3,0,0,0,,,
2025-11-25T06:48:04,3,0,0,0,,,
2025-11-25T06:50:06,3,0,0,0,,,
2025-11-25T06:52:02,3,0,0,0,,,
2025-11-25T06:54:01,3,0,0,0,,,
2025-11-25T06:56:03,3,0,0,0,,,
2025-11-25T06:58:03,3,0,0,0,,,
2025-11-25T07:01:01,3,0,0,0,,,
2025-11-25T07:02:03,3,0,0,0,,,
2025-11-25T07:04:02,3,0,0,0,,,
2025-11-25T07:06:04,3,0,0,0,,,
2025-11-25T07:06:16,3,0,0,0,,,
2025-11-25T07:08:03,3,0,0,0,,,
2025-11-25T07:10:13,3,0,0,0,,,
2025-11-25T07:12:03,3,0,0,0,,,
2025-11-25T07:14:04,3,0,0,0,,,
2025-11-25T07:16:02,3,0,0,0,,,
2025-11-25T07:18:03,4,1,0,0,,,
2025-11-25T07:20:06,4,0,0,0,,,
2025-11-25T07:22:02,4,0,0,0,,,
2025-11-25T07:24:05,4,0,0,0,,,
2025-11-25T07:26:03,4,0,0,0,,,
2025-11-25T07:28:03,4,0,0,0,,,
2025-11-25T07:30:18,4,0,0,0,,,
2025-11-25T07:32:01,4,0,0,0,,,
2025-11-25T07:34:01,4,0,0,0,,,
2025-11-25T07:36:03,4,0,0,0,,,
2025-11-25T07:38:02,4,0,0,0,,,
2025-11-25T07:40:06,4,0,0,0,,,
2025-11-25T07:42:04,4,0,0,0,,,
2025-11-25T07:44:01,4,0,0,0,,,
2025-11-25T07:44:17,4,0,0,0,,,
2025-11-25T07:46:03,4,0,0,0,,,
2025-11-25T07:48:04,4,0,0,0,,,
2025-11-25T07:50:05,5,1,0,0,,,
2025-11-25T07:52:04,5,0,0,0,,,
2025-11-25T07:54:03,5,0,0,0,,,
2025-11-25T07:56:04,5,0,0,0,,,
2025-11-25T07:58:03,5,0,0,0,,,
2025-11-25T08:00:13,5,0,0,0,,,
2025-11-25T08:02:03,5,0,0,0,,,
2025-11-25T08:04:03,6,1,0,0,,,
2025-11-25T08:04:50,6,0,0,0,,,
2025-11-25T08:06:03,6,0,0,0,,,
2025-11-25T08:08:03,6,0,0,0,,,
2025-11-25T08:10:09,6,0,0,0,,,
2025-11-25T08:12:03,6,0,0,0,,,
2025-11-25T08:14:04,6,0,0,0,,,
2025-11-25T08:16:04,6,0,0,0,,,
2025-11-25T08:18:01,6,0,0,0,,,
2025-11-25T08:20:06,5,0,0,1,,,
2025-11-25T08:22:03,6,1,0,0,,,
2025-11-25T08:24:03,6,0,0,0,,,
2025-11-25T08:26:03,6,0,0,0,,,
2025-11-25T08:28:02,6,0,0,0,,,
2025-11-25T08:30:25,6,0,0,0,,,
2025-11-25T08:32:04,6,0,0,0,,,
2025-11-25T08:34:03,7,1,0,0,,,
2025-11-25T08:35:11,7,0,0,0,,,
2025-11-25T08:36:04,7,0,0,0,,,
2025-11-25T08:38:03,7,0,0,0,,,
2025-11-25T08:40:11,7,0,0,0,,,
2025-11-25T08:42:01,7,0,0,0,,,
2025-11-25T08:44:04,7,0,0,0,,,
2025-11-25T08:46:03,7,0,0,0,,,
2025-11-25T08:48:03,6,0,0,1,,,
2025-11-25T08:50:03,6,0,0,0,,,
2025-11-25T08:52:04,6,0,0,0,,,
2025-11-25T08:54:05,6,0,0,0,,,
2025-11-25T08:56:03,6,0,0,0,,,
2025-11-25T08:58:01,6,0,0,0,,,
2025-11-25T09:00:10,6,0,0,0,,,
2025-11-25T09:02:01,6,0,0,0,,,
2025-11-25T09:04:04,6,0,0,0,,,
2025-11-25T09:06:00,6,0,0,0,,,
2025-11-25T09:06:04,6,0,0,0,,,
2025-11-25T09:08:03,6,0,0,0,,,
2025-11-25T09:10:10,6,0,0,0,,,
2025-11-25T09:12:04,6,0,0,0,,,
2025-11-25T09:14:01,6,0,0,0,,,
2025-11-25T09:16:04,6,0,0,0,,,
2025-11-25T09:18:01,6,0,0,0,,,
2025-11-25T09:20:12,5,0,0,1,,,
2025-11-25T09:22:01,5,0,0,0,,,
2025-11-25T09:24:05,5,0,0,0,,,
2025-11-25T09:26:01,5,0,0,0,,,
2025-11-25T09:28:01,5,0,0,0,,,
2025-11-25T09:30:29,6,1,0,0,,,
2025-11-25T09:32:03,8,2,0,0,,,
2025-11-25T09:34:03,8,0,0,0,,,
2025-11-25T09:36:04,8,0,0,0,,,
2025-11-25T09:38:03,8,0,0,0,,,
